S/No.,REGION,COUNTY,SUB COUNTY,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
155,WESTERN,KAKAMEGA,MATUNGU,PLPZ,37627109,MARY SEAT OF WISDOM BULIMBO GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
156,WESTERN,KAKAMEGA,MATUNGU,SPX2,37627112,SSTEC. MONATDHAIRAYS S KCHOLERA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
157,WESTERN,KAKAMEGA,MUMIAS EAST,GVVX,37634307,LUBINU BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
158,WESTERN,KAKAMEGA,MUMIAS WEST,D83C,37617210,ST. MARY'S MUMIAS GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
159,WESTERN,KAKAMEGA,NAVAKHOLO,3BBQ,37632101,CHEBUYUSI BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
160,WESTERN,KAKAMEGA,NAVAKHOLO,EHRQ,37632304,INGOTSE HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
161,RIFT VALLEY,KERICHO,BELGUT,KDS3,28553113,CHEPKOTON GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
162,RIFT VALLEY,KERICHO,BELGUT,MX8H,28553102,CHEPTENYE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
163,RIFT VALLEY,KERICHO,BELGUT,J6ZD,28553104,KABOROK GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
164,RIFT VALLEY,KERICHO,BELGUT,F87S,28553103,SOSIOT GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
165,RIFT VALLEY,KERICHO,BURETI,PBDU,28522508,CHEBORGE BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
166,RIFT VALLEY,KERICHO,BURETI,UFNQ,28522511,CHEBORGE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
167,RIFT VALLEY,KERICHO,BURETI,3Q38,28522504,CHEBWAGAN BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
168,RIFT VALLEY,KERICHO,BURETI,JE97,28522515,CHELILIS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
169,RIFT VALLEY,KERICHO,BURETI,QTZU,28522535,KIPTEWIT GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
170,RIFT VALLEY,KERICHO,BURETI,8CMX,28522512,KORONGOI GIRLS' SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
171,RIFT VALLEY,KERICHO,KERICHO,5PA8,28512101,KERICHO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
172,RIFT VALLEY,KERICHO,KERICHO,7BRV,28512104,KERICHO TEA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
173,RIFT VALLEY,KERICHO,KIPKELION,6CG8,28539303,CHEPKECHEI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
174,RIFT VALLEY,KERICHO,KIPKELION,W4KX,28539105,KIPKELION GIRLS' HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
175,RIFT VALLEY,KERICHO,KIPKELION,33UP,28539202,LELU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
176,RIFT VALLEY,KERICHO,LONDIANI,NW57,28571201,LONDIANI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
177,RIFT VALLEY,KERICHO,LONDIANI,985L,28571202,LONDIANI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
178,RIFT VALLEY,KERICHO,LONDIANI,ZXXH,28571203,SACRED HILL GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
179,RIFT VALLEY,KERICHO,SOIN SIGOWET,P59L,28575204,MOI KIPSITET GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
180,RIFT VALLEY,KERICHO,SOIN SIGOWET,KLRD,28575203,SOLIAT BOYS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
181,CENTRAL,KIAMBU,GATUNDU SOUTH,A4L4,11212102,DON BOSCO ITURU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
182,CENTRAL,KIAMBU,GATUNDU SOUTH,PJDG,11212108,KIMUNYU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
183,CENTRAL,KIAMBU,GATUNDU SOUTH,7P54,11212101,MUHOHO HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
184,CENTRAL,KIAMBU,GATUNDU SOUTH,2FF4,11212103,MURURIA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
185,CENTRAL,KIAMBU,GATUNDU SOUTH,FCUS,11212114,MUTHIGA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
186,CENTRAL,KIAMBU,GATUNDU SOUTH,KX84,11212106,REGINA CAELI GIRLS HIGH SCHOOL - KARINGA,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
187,CENTRAL,KIAMBU,GITHUNGURI,Y4PK,11232201,GITHIGA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
188,CENTRAL,KIAMBU,GITHUNGURI,L4HE,11232107,GITWE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
189,CENTRAL,KIAMBU,GITHUNGURI,G7AH,11232102,ST JOSEPH HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
190,CENTRAL,KIAMBU,KABETE,ZDPW,11241012,KAHUHO UHURU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
191,CENTRAL,KIAMBU,KABETE,E3P4,11241002,KIRANGARI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
192,CENTRAL,KIAMBU,KABETE,RK92,11241001,MARY LEAKEY GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
193,CENTRAL,KIAMBU,KABETE,A3U7,11241015,UTHIRU GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
194,CENTRAL,KIAMBU,KIAMBAA,GMUJ,11240107,MUTHURWA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
195,CENTRAL,KIAMBU,KIAMBAA,CPV8,11240106,SENIOR CHIEF KOINANGE GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
196,CENTRAL,KIAMBU,KIAMBU,W3S7,11205101,KANUNGA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
197,CENTRAL,KIAMBU,KIAMBU,SWV7,11205108,LORETO GIRLS HIGH SCHOOL KIAMBU,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
198,CENTRAL,KIAMBU,KIAMBU,HFVS,11205205,NDUMBERI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
199,CENTRAL,KIAMBU,KIKUYU,UV32,11230202,MOI GIRLS SECONDARY SCHOOL KAMANGU,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
200,CENTRAL,KIAMBU,LARI,SSJ3,11231104,GACHOIRE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
201,CENTRAL,KIAMBU,LARI,5UJQ,11231207,KIJABE BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
202,CENTRAL,KIAMBU,LARI,LSUC,11231208,KIJABE GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
203,CENTRAL,KIAMBU,THIKA WEST,LGGA,11207108,CHANIA GIRLS' HIGH SCH,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
204,CENTRAL,KIAMBU,THIKA WEST,XS5M,11207102,M.P. SHAH CHANIA HIGH SCH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
205,COAST,KILIFI,CHONYI,REUG,4129201,LUTSANGANI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
206,COAST,KILIFI,GANZE,D8ZU,4116201,GODOMA SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
207,COAST,KILIFI,GANZE,VXDT,4116302,SOKOKE BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
208,COAST,KILIFI,KALOLENI,7GK7,4111108,MOI KADZONZO GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
209,COAST,KILIFI,KALOLENI,33DL,4111102,ST. JOHNS GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
210,COAST,KILIFI,KALOLENI,9TYC,4111101,ST.GEORGES HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
211,COAST,KILIFI,KILIFI NORTH,XVE4,04102114,ST THOMAS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
212,COAST,KILIFI,MALINDI,RCEV,4107107,KAKONENI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
213,COAST,KILIFI,MALINDI,T2AT,4107105,NGALA MEMORIAL GIRLS',C2,PUBLIC,INTERGRATE,PH,BOARDING,GIRLS
214,CENTRAL,KIRINYAGA,KIRINYAGA,GZS5,9203403,KAMUIRU SECONDARY SCHOOL,C2,PUBLIC,DREGULAR,NONE,BOARDING,BOYS
215,CENTRAL,KIRINYAGA,CKEIRNITNRYA GA,97Q7,9203401,KERUGOYA BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
216,CENTRAL,KIRINYAGA,CKEIRNITNRYA GA,D72F,9203404,NGARU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
217,CENTRAL,KIRINYAGA,CKEIRNITNRYA GA,PRFS,9203427,NJEGA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
218,CENTRAL,KIRINYAGA,CKEIRNITNRYA GA EAST,6YRH,9222303,KIAMUTUGU BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
219,CENTRAL,KIRINYAGA,KIRINYAGA EAST,7JRS,9222104,MUGUMO GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
220,CENTRAL,KIRINYAGA,KIRINYAGA EAST,XUBS,9222301,NGIRIAMBU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
221,CENTRAL,KIRINYAGA,KIRINYAGA EAST,PC5F,9222202,ST MARYS KARUMANDI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
222,CENTRAL,KIRINYAGA,KIRINYAGA EAST,N79J,9222204,ST. BAKHITA KIBURIA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
223,CENTRAL,KIRINYAGA,KIRINYAGA WEST,V7WV,9223103,KIBURU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
224,CENTRAL,KIRINYAGA,KIRINYAGA WEST,T7YP,9223202,KIINE GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
225,CENTRAL,KIRINYAGA,KIRINYAGA WEST,JXF2,9223204,MUKANGU BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
226,CENTRAL,KIRINYAGA,KIRINYAGA WEST,BNA4,9223105,ST. RITA KIARAGANA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
227,CENTRAL,KIRINYAGA,MWEA EAST,YY4C,9224201,KAROTI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
228,CENTRAL,KIRINYAGA,MWEA WEST,RU4Y,9239105,ST. MARY'S MWEA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
229,NYANZA,KISII,GUCHA,GJKJ,40711101,SENGERA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
230,NYANZA,KISII,KISII CENTRAL,JJEN,40703403,NYAMAGWA SDA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
231,NYANZA,KISII,KISII CENTRAL,WKA9,40703102,NYANCHWA BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
232,NYANZA,KISII,KISII CENTRAL,TPTB,40703118,NYANCHWA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
233,NYANZA,KISII,KISII SOUTH,KNA9,40716122,BISHOP CHARLES MUGENDI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
234,NYANZA,KISII,KISII SOUTH,WRF2,40716101,E L C K ITIERIO BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
235,NYANZA,KISII,KISII SOUTH,EA8C,40716118,E L C K ITIERIO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
236,NYANZA,KISII,KISII SOUTH,7YPR,40716119,NYANGOGE GIRLS SECONDARYSCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
237,NYANZA,KISII,KISII SOUTH,M99J,40716103,ST.PAUL'S IGONGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
238,NYANZA,KISII,KISII SOUTH,A3DZ,40716102,SUNEKA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
239,NYANZA,KISII,KITUTU CENTRAL,UGGS,40745101,CARDINAL OTUNGA HIGH SCHOOL-MOSOCHO,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
240,NYANZA,KISII,MARANI,QKPB,40723201,ITIBO BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
241,NYANZA,KISII,MARANI,9NYV,40723203,ITIBO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
242,NYANZA,KISII,NYAMACHE,4L54,40732120,NYABISASE MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
243,NYANZA,KISII,NYAMACHE,F52Y,40732114,NYAMACHE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
244,NYANZA,KISII,NYAMACHE,D7GH,40732129,RIAMBASE DEB SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
245,NYANZA,KISII,NYAMACHE,LN45,40732206,ST. THERESA'S NYANGUSU GIRLS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
246,NYANZA,KISII,SAMETA,BGB6,40740102,SSACHMOEOTLA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
247,NYANZA,KISII,SAMETA,HWNZ,40740104,ST. MARY'S NYAMAGWA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
248,NYANZA,KISII,SAMETA,WZRY,40740101,ST.JOHNS NYAMAGWA BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
249,NYANZA,KISII,SOUTH GUCHA,5NKQ,40719101,NDURU BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
250,NYANZA,KISII,SOUTH GUCHA,WWWM,40719107,NDURU GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
251,NYANZA,KISII,SOUTH GUCHA,W2B8,40719103,ST.JOSEPH'S NYABIGENA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
252,NYANZA,KISII,SOUTH GUCHA,K26Q,40719301,TABAKA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
253,NYANZA,KISII,SOUTH MASABA,W7YB,40735206,MOBAMBA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
254,NYANZA,KISII,SOUTH MASABA,4258,40735101,MOI GESUSU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
255,NYANZA,KISII,SOUTH MASABA,8K8X,40735111,ST LUKE`S EKWARE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
256,NYANZA,KISII,SOUTH MASABA,DSSX,40735201,ST. CHARLES LWANGA ICHUNI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BAORDING,GIRLS
257,NYANZA,KISUMU,KADIBO,REHN,39750003,MIGINGO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
258,NYANZA,KISUMU,KADIBO,PSHM,39750001,OTIENO OYOO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
259,NYANZA,KISUMU,KISUMU,T9DV,39741007,ST.TERESA'S GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
260,NYANZA,KISUMU,CKEISNUTMRUA LWEST,PKUL,39737022,CHULAIMBO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
261,NYANZA,KISUMU,MUHORONI,KCV8,39734401,ACHEGO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
262,NYANZA,KISUMU,MUHORONI,PCWX,39734312,MIWANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
263,NYANZA,KISUMU,MUHORONI,YE7X,39734408,ST. STEPHEN'S MENARA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
264,NYANZA,KISUMU,MUHORONI,BH62,39734402,ST.GREGORY KORU GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
265,NYANZA,KISUMU,NYAKACH,Z4BY,39733108,ACK RAE GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
266,NYANZA,KISUMU,NYAKACH,48TF,39733212,NYABONDO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
267,NYANZA,KISUMU,NYAKACH,LK5X,39733216,SIGOTI COMPLEX GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
268,NYANZA,KISUMU,NYAKACH,BSHQ,39733307,THURDIBUORO MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
269,NYANZA,KISUMU,NYANDO,A7HA,39713001,AHERO GIRLS SECONDARY SCHOOL,C2,PUBLIC,INTERGRATE,VI,BOARDING,GIRLS
270,NYANZA,KISUMU,NYANDO,YXVQ,39713006,ONJIKO HIGH SCHOOL,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
271,NYANZA,KISUMU,SEME,VPFW,39714101,NGERE HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
272,NYANZA,KISUMU,SEME,AVJD,39714106,ST. BARNABAS GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
273,EASTERN,KITUI,IKUTHA,GNHY,13357101,IKUTHA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
274,EASTERN,KITUI,IKUTHA,4EDY,13357102,IKUTHA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
275,EASTERN,KITUI,KATULANI,EU9S,13353102,ITOLEKA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
276,EASTERN,KITUI,KATULANI,CTAK,13353301,MALIKU GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
277,EASTERN,KITUI,KATULANI,GLL3,13353201,MULANGO GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
278,EASTERN,KITUI,KISASI,V7QY,13354101,KISASI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
279,EASTERN,KITUI,KISASI,FF4C,13354201,MBITINI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
280,EASTERN,KITUI,KITUI CENTRAL,PBUR,13302105,ST THOMAS AQUINAS KALAWA,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
281,EASTERN,KITUI,KITUI CENTRAL,PRLR,13302107,ST URSULA GIRLS' -TUNGUTU,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
282,EASTERN,KITUI,KITUI CENTRAL,DRB3,13302103,ST. ANGELA'S GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
283,EASTERN,KITUI,KITUI CENTRAL,UF25,13302108,ST.MONICA GIRLS MULUTU,C2,PUBLIC,INTERGRATE,VI,BOARDING,GIRLS
284,EASTERN,KITUI,KITUI WEST,E7JF,13331204,KATHEKA BOYS' SECONDARY SCHOOL,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
285,EASTERN,KITUI,KITUI WEST,DV6J,13331205,KYONDONI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
286,EASTERN,KITUI,KITUI WEST,GP67,13331201,MUTONGUNI SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
287,EASTERN,KITUI,KYUSO,ZAQR,13328101,KYUSO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
288,EASTERN,KITUI,LOWER YATTA,4BEA,13344101,ST LUKES YATTA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
289,EASTERN,KITUI,MATINYANI,DV7A,13360101,MATINYANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
290,EASTERN,KITUI,MUTITU NORTH,W87N,13365101,MUTITO BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
291,EASTERN,KITUI,MUTITU NORTH,NVQC,13365102,ST. MARY'S MUTITO GIRLS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
292,EASTERN,KITUI,MUTITU',23CX,13332102,A.I.C SOMBE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
293,EASTERN,KITUI,MUTOMO,XV4B,13317101,MUTOMO GIRLS SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
294,EASTERN,KITUI,MWINGI,SSQ9,13310102,MWINGI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
295,EASTERN,KITUI,CMEWNITNRGAIL,ZD2Y,13310201,WAITA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
296,EASTERN,KITUI,CMEWNITNRGAIL,E5CH,13310103,YAMBYU GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
297,EASTERN,KITUI,MCEWNITNRGAIL EAST,34BB,13338202,ST. TERESA'S UKASI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
298,EASTERN,KITUI,MWINGI WEST,ZJCW,13339101,A I C KYOME BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
299,EASTERN,KITUI,MWINGI WEST,KATQ,13339103,A I C KYOME GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
300,EASTERN,KITUI,MWINGI WEST,9PLY,13339106,ITOLONI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
301,EASTERN,KITUI,MWINGI WEST,BHJY,13339107,KYAMBOO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
302,EASTERN,KITUI,MWINGI WEST,US98,13339102,MIGWANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
303,EASTERN,KITUI,MWINGI WEST,KSBL,13339108,MUSUANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
304,EASTERN,KITUI,MWINGI WEST,C2B8,13339201,NGUUTANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
305,EASTERN,KITUI,MWINGI WEST,KTAZ,13339105,NZAUNI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
306,EASTERN,KITUI,MWINGI WEST,YNLN,13339301,NZELUNI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
307,EASTERN,KITUI,MWINGI WEST,VSYQ,13339204,THITANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
308,EASTERN,KITUI,NZAMBANI,HHC8,13351102,CHULUNI GIRLS' SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
309,EASTERN,KITUI,NZAMBANI,MKZM,13351101,ST.PETER'S NZAMBANI BOYS SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
310,EASTERN,KITUI,THAGICU,QMSC,13366101,GANKANGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
311,COAST,KWALE,LUNGA LUNGA,JDQS,2123304,FRANZ JOSEF SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
312,COAST,KWALE,MATUGA,LBB7,2105109,KWALE GIRLS SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
313,COAST,KWALE,MATUGA,CCC6,2105108,WAA GIRLS SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
314,COAST,KWALE,MSAMBWENI,CP3K,2110210,KINGWEDE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
315,COAST,KWALE,MSAMBWENI,2PVY,2110201,MSAMBWENI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
316,COAST,KWALE,SAMBURU,HYG6,2127103,MAZERAS GIRLS MEMORIAL SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
317,COAST,KWALE,SAMBURU,MDLC,2127102,MAZERAS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
